YearOfBirth,Name,Sex,Number
1883,Chancy,M,5
1883,Charle,M,5
1883,Clide,M,5
1883,Colin,M,5
1883,Commodore,M,5
1883,Coy,M,5
1883,Crockett,M,5
1883,Daisy,M,5
1883,Danial,M,5
1883,Delmar,M,5
1883,Dink,M,5
1883,Dolph,M,5
1883,Duke,M,5
1883,Elder,M,5
1883,Elige,M,5
1883,Elihu,M,5
1883,Ella,M,5
1883,Elva,M,5
1883,Elwin,M,5
1883,Emett,M,5
1883,Emilio,M,5
1883,Emmit,M,5
1883,Erick,M,5
1883,Essex,M,5
1883,Estill,M,5
1883,Ewin,M,5
1883,Fayette,M,5
1883,Fenton,M,5
1883,Gale,M,5
1883,Garret,M,5
1883,Gay,M,5
1883,Gideon,M,5
1883,Golden,M,5
1883,Gottlieb,M,5
1883,Gregorio,M,5
1883,Grove,M,5
1883,Hanson,M,5
1883,Harlan,M,5
1883,Harlie,M,5
1883,Harlow,M,5
1883,Haskell,M,5
1883,Helen,M,5
1883,Hermann,M,5
1883,Horatio,M,5
1883,Hyman,M,5
1883,Ida,M,5
1883,Ingram,M,5
1883,Iva,M,5
1883,Jep,M,5
1883,Jodie,M,5
1883,Josephus,M,5
1883,Joy,M,5
1883,Judd,M,5
1883,Julious,M,5
1883,Junious,M,5
1883,Lambert,M,5
1883,Lemon,M,5
1883,Lesley,M,5
1883,Lessie,M,5
1883,Lillie,M,5
1883,Linton,M,5
1883,Linzy,M,5
1883,Little,M,5
1883,Loney,M,5
1883,Lonie,M,5
1883,Loring,M,5
1883,Lovie,M,5
1883,Lucas,M,5
1883,Lute,M,5
1883,Mac,M,5
1883,Mace,M,5
1883,Mal,M,5
1883,Manford,M,5
1883,Manley,M,5
1883,Mannie,M,5
1883,Marcellus,M,5
1883,Matthias,M,5
1883,Maud,M,5
1883,Meredith,M,5
1883,Michel,M,5
1883,Mitchel,M,5
1883,Moody,M,5
1883,Nickolas,M,5
1883,Noel,M,5
1883,Norwood,M,5
1883,Oley,M,5
1883,Oral,M,5
1883,Orel,M,5
1883,Orra,M,5
1883,Percival,M,5
1883,Perl,M,5
1883,Pierce,M,5
1883,Ples,M,5
1883,Powell,M,5
1883,Roe,M,5
1883,Rome,M,5
1883,Rose,M,5
1883,Roswell,M,5
1883,Rutherford,M,5
1883,Saul,M,5
1883,Schuyler,M,5
1883,Sebron,M,5
1883,Shed,M,5
1883,Sie,M,5
1883,Tilford,M,5
1883,Titus,M,5
1883,Toney,M,5
1883,Verna,M,5
1883,Winnie,M,5
1883,Winthrop,M,5
1884,Mary,F,9217
1884,Anna,F,3860
1884,Emma,F,2587
1884,Elizabeth,F,2549
1884,Minnie,F,2243
1884,Margaret,F,2142
1884,Ida,F,1882
1884,Clara,F,1852
1884,Bertha,F,1789
1884,Annie,F,1739
1884,Alice,F,1732
1884,Florence,F,1570
1884,Grace,F,1525
1884,Sarah,F,1518
1884,Bessie,F,1451
1884,Martha,F,1443
1884,Nellie,F,1417
1884,Ethel,F,1386
1884,Ella,F,1374
1884,Mabel,F,1270
1884,Laura,F,1246
1884,Carrie,F,1245
1884,Cora,F,1244
1884,Maude,F,1225
1884,Pearl,F,1138
1884,Lillian,F,1109
1884,Edith,F,1104
1884,Gertrude,F,1063
1884,Jennie,F,1063
1884,Rose,F,1060
1884,Mattie,F,1007
1884,Hattie,F,993
1884,Helen,F,986
1884,Myrtle,F,979
1884,Louise,F,962
1884,Edna,F,957
1884,Julia,F,935
1884,Eva,F,929
1884,Lula,F,916
1884,Lillie,F,911
1884,Lena,F,906
1884,Jessie,F,888
1884,Catherine,F,874
1884,Ada,F,854
1884,Josephine,F,800
1884,Frances,F,789
1884,Lucy,F,787
1884,Maggie,F,749
1884,Marie,F,746
1884,Fannie,F,738
1884,Dora,F,720
1884,Blanche,F,711
1884,Agnes,F,703
1884,Daisy,F,685
1884,Katherine,F,671
1884,Nora,F,648
1884,Mamie,F,609
1884,Rosa,F,607
1884,Ellen,F,597
1884,Stella,F,584
1884,May,F,564
1884,Effie,F,558
1884,Elsie,F,549
1884,Mae,F,542
1884,Della,F,541
1884,Lizzie,F,523
1884,Nettie,F,522
1884,Nancy,F,520
1884,Sallie,F,494
1884,Alma,F,480
1884,Sadie,F,466
1884,Maud,F,461
1884,Susie,F,455
1884,Ruth,F,442
1884,Etta,F,423
1884,Lottie,F,397
1884,Flora,F,393
1884,Caroline,F,380
1884,Mollie,F,374
1884,Lydia,F,369
1884,Emily,F,364
1884,Viola,F,362
1884,Katie,F,360
1884,Olive,F,360
1884,Addie,F,356
1884,Charlotte,F,344
1884,Kate,F,344
1884,Kathryn,F,344
1884,Lulu,F,344
1884,Georgia,F,341
1884,Harriet,F,339
1884,Amanda,F,337
1884,Willie,F,332
1884,Susan,F,326
1884,Irene,F,324
1884,Amelia,F,315
1884,Nannie,F,314
1884,Jane,F,295
1884,Esther,F,291
1884,Belle,F,286
1884,Eliza,F,280
1884,Rebecca,F,278
1884,Hannah,F,275
1884,Ollie,F,275
1884,Virginia,F,263
1884,Ora,F,251
1884,Mildred,F,247
1884,Matilda,F,244
1884,Ruby,F,244
1884,Anne,F,242
1884,Henrietta,F,240
1884,Theresa,F,240
1884,Beulah,F,233
1884,Pauline,F,230
1884,Rachel,F,230
1884,Estella,F,222
1884,Augusta,F,217
1884,Ann,F,214
1884,Iva,F,213
1884,Lela,F,213
1884,Leona,F,210
1884,Hazel,F,209
1884,Amy,F,205
1884,Eleanor,F,198
1884,Josie,F,198
1884,Lola,F,197
1884,Sara,F,197
1884,Barbara,F,193
1884,Maria,F,190
1884,Mayme,F,190
1884,Nina,F,187
1884,Estelle,F,182
1884,Marion,F,181
1884,Evelyn,F,170
1884,Sophia,F,170
1884,Beatrice,F,167
1884,Dorothy,F,163
1884,Callie,F,161
1884,Luella,F,158
1884,Rosie,F,152
1884,Allie,F,148
1884,Essie,F,148
1884,Inez,F,148
1884,Louisa,F,147
1884,Lou,F,146
1884,Winifred,F,146
1884,Delia,F,145
1884,Tillie,F,145
1884,Betty,F,144
1884,Millie,F,144
1884,Alta,F,140
1884,Mable,F,139
1884,Goldie,F,135
1884,Ina,F,134
1884,Christine,F,129
1884,Birdie,F,128
1884,Hilda,F,125
1884,Victoria,F,124
1884,Celia,F,122
1884,Janie,F,122
1884,Ola,F,121
1884,Nell,F,120
1884,Sophie,F,120
1884,Bettie,F,118
1884,Isabelle,F,115
1884,Adeline,F,112
1884,Eunice,F,112
1884,Eula,F,111
1884,Cecelia,F,109
1884,Bess,F,105
1884,Harriett,F,105
1884,Hettie,F,105
1884,Jean,F,103
1884,Leila,F,103
1884,Alberta,F,102
1884,Isabel,F,102
1884,Lelia,F,102
1884,Roxie,F,100
1884,Bertie,F,99
1884,Olga,F,99
1884,Abbie,F,98
1884,Adelaide,F,98
1884,Myra,F,98
1884,Marguerite,F,95
1884,Mathilda,F,95
1884,Sally,F,95
1884,Cornelia,F,94
1884,Loretta,F,94
1884,Lucille,F,94
1884,Rena,F,94
1884,Dollie,F,93
1884,Rhoda,F,93
1884,Gladys,F,92
1884,Nelle,F,92
1884,Sue,F,92
1884,Winnie,F,92
1884,Vera,F,91
1884,Genevieve,F,89
1884,Sylvia,F,87
1884,Verna,F,87
1884,Helena,F,86
1884,Hulda,F,86
1884,Katharine,F,86
1884,Lucinda,F,86
1884,Frieda,F,85
1884,Hester,F,85
1884,Lois,F,84
1884,Bernice,F,83
1884,Christina,F,83
1884,Elva,F,81
1884,Violet,F,81
1884,Leah,F,79
1884,Teresa,F,78
1884,Virgie,F,78
1884,Wilhelmina,F,77
1884,Isabella,F,76
1884,Meta,F,76
1884,Carolyn,F,75
1884,Phoebe,F,75
1884,Linnie,F,74
1884,Jeanette,F,73
1884,Johanna,F,73
1884,Lenora,F,73
1884,Lila,F,73
1884,Lura,F,73
1884,Minerva,F,73
1884,Lettie,F,72
1884,Lora,F,72
1884,Adele,F,71
1884,Flossie,F,70
1884,Myrtie,F,70
1884,Hallie,F,69
1884,Regina,F,67
1884,Belva,F,66
1884,Fanny,F,66
1884,Mittie,F,66
1884,Gertie,F,65
1884,Elnora,F,64
1884,Cecilia,F,63
1884,Geneva,F,63
1884,Jeannette,F,63
1884,Lilly,F,63
1884,Selma,F,63
1884,Zella,F,63
1884,Gussie,F,62
1884,Irma,F,62
1884,Dessie,F,61
1884,Freda,F,61
1884,Marian,F,61
1884,Naomi,F,61
1884,Ophelia,F,61
1884,Lily,F,60
1884,Cynthia,F,59
1884,Elma,F,59
1884,Leola,F,59
1884,Madge,F,59
1884,Cordelia,F,58
1884,Zora,F,58
1884,Lida,F,57
1884,Dovie,F,56
1884,Francis,F,56
1884,Mina,F,56
1884,Lucile,F,55
1884,Malinda,F,55
1884,Roberta,F,55
1884,Mabelle,F,54
1884,Olivia,F,54
1884,Alvina,F,53
1884,Emilie,F,53
1884,Erma,F,53
1884,Rosalie,F,53
1884,Louella,F,52
1884,Elsa,F,51
1884,Madeline,F,51
1884,Bell,F,50
1884,Claudia,F,50
1884,Lee,F,48
1884,Letha,F,48
1884,Melissa,F,48
1884,Orpha,F,48
1884,Polly,F,48
1884,Ivy,F,47
1884,Sudie,F,47
1884,Rosetta,F,46
1884,Cassie,F,45
1884,Georgie,F,45
1884,Lessie,F,45
1884,Marjorie,F,45
1884,Miriam,F,45
1884,Lina,F,44
1884,Pearle,F,44
1884,Tennie,F,44
1884,Blanch,F,43
1884,June,F,43
1884,Catharine,F,42
1884,Eugenia,F,42
1884,Frankie,F,42
1884,Mertie,F,42
1884,Norma,F,42
1884,Oma,F,42
1884,Vina,F,42
1884,Juanita,F,41
1884,Lorena,F,41
1884,Annette,F,40
1884,Dorothea,F,40
1884,Fern,F,40
1884,George,F,40
1884,Janet,F,40
1884,John,F,40
1884,Kittie,F,40
1884,Mandy,F,40
1884,Neva,F,40
1884,Ona,F,40
1884,Priscilla,F,40
1884,Corinne,F,39
1884,Elvira,F,39
1884,Fay,F,39
1884,Leota,F,39
1884,Lyda,F,39
1884,Clare,F,38
1884,Floy,F,38
1884,Adelia,F,37
1884,Artie,F,37
1884,Bridget,F,37
1884,Margie,F,37
1884,Anita,F,36
1884,Chloe,F,36
1884,Dolly,F,36
1884,Lilla,F,36
1884,Savannah,F,36
1884,Angeline,F,35
1884,Antoinette,F,35
1884,Eda,F,35
1884,Isabell,F,35
1884,Maudie,F,35
1884,Susanna,F,35
1884,Dona,F,34
1884,Nola,F,34
1884,Tena,F,34
1884,William,F,34
1884,Adah,F,33
1884,Claire,F,33
1884,James,F,33
1884,Johnnie,F,33
1884,Linda,F,33
1884,Vesta,F,33
1884,Vinnie,F,33
1884,Vivian,F,33
1884,Angie,F,32
1884,Ava,F,32
1884,Bonnie,F,32
1884,Elisabeth,F,32
1884,Jimmie,F,32
1884,Lennie,F,32
1884,Margret,F,32
1884,Molly,F,32
1884,Vida,F,32
1884,Bella,F,31
1884,Charity,F,31
1884,Gracie,F,31
1884,Julie,F,31
1884,Lue,F,31
1884,Magdalena,F,31
1884,Melvina,F,31
1884,Zoe,F,31
1884,Antonia,F,30
1884,Cleo,F,30
1884,Almeda,F,29
1884,Cecile,F,29
1884,Constance,F,29
1884,Ernestine,F,29
1884,Ila,F,29
1884,Lona,F,29
1884,Mazie,F,29
1884,Octavia,F,29
1884,Zelma,F,29
1884,Berta,F,28
1884,Elise,F,28
1884,Ellie,F,28
1884,Hilma,F,28
1884,Nona,F,28
1884,Opal,F,28
1884,Pattie,F,28
1884,Veronica,F,28
1884,Alpha,F,27
1884,Dixie,F,27
1884,Kathleen,F,27
1884,Rosella,F,27
1884,Vallie,F,27
1884,Zula,F,27
1884,Besse,F,26
1884,Helene,F,26
1884,Leora,F,26
1884,Lucretia,F,26
1884,Matie,F,26
1884,Sena,F,26
1884,Tessie,F,26
1884,Audrey,F,25
1884,Cordie,F,25
1884,Eddie,F,25
1884,Georgianna,F,25
1884,Iola,F,25
1884,Maybelle,F,25
1884,Nan,F,25
1884,Pansy,F,25
1884,Pearlie,F,25
1884,Pinkie,F,25
1884,Rilla,F,25
1884,Albina,F,24
1884,Dena,F,24
1884,Docia,F,24
1884,Joanna,F,24
1884,Marietta,F,24
1884,Rita,F,24
1884,Tina,F,24
1884,Doris,F,23
1884,Erna,F,23
1884,Evie,F,23
1884,Faye,F,23
1884,Georgiana,F,23
1884,Jannie,F,23
1884,Missouri,F,23
1884,Rae,F,23
1884,Una,F,23
1884,Altha,F,22
1884,Cecil,F,22
1884,Clemmie,F,22
1884,Clyde,F,22
1884,Donna,F,22
1884,Idella,F,22
1884,Leta,F,22
1884,Lilian,F,22
1884,Lucia,F,22
1884,Lucie,F,22
1884,Muriel,F,22
1884,Myrta,F,22
1884,Ocie,F,22
1884,Ray,F,22
1884,Aurelia,F,21
1884,Elmira,F,21
1884,Frank,F,21
1884,Hanna,F,21
1884,Kathrine,F,21
1884,Leonora,F,21
1884,Mariah,F,21
1884,Patsy,F,21
1884,Retta,F,21
1884,Vada,F,21
1884,Adaline,F,20
1884,Angela,F,20
1884,Edythe,F,20
1884,Emmie,F,20
1884,Eugenie,F,20
1884,India,F,20
1884,Ione,F,20
1884,Lavina,F,20
1884,Lavinia,F,20
1884,Letitia,F,20
1884,Libbie,F,20
1884,Marcia,F,20
1884,Rosanna,F,20
1884,Viva,F,20
1884,Avis,F,19
1884,Betsy,F,19
1884,Charles,F,19
1884,Daisie,F,19
1884,Eloise,F,19
1884,Hedwig,F,19
1884,Judith,F,19
1884,Lenna,F,19
1884,Louie,F,19
1884,Mellie,F,19
1884,Minna,F,19
1884,Nella,F,19
1884,Reba,F,19
1884,Rowena,F,19
1884,Sina,F,19
1884,Sophronia,F,19
1884,Adda,F,18
1884,Agatha,F,18
1884,Ara,F,18
1884,Clarice,F,18
1884,Clarissa,F,18
1884,Corrie,F,18
1884,Emeline,F,18
1884,Florida,F,18
1884,Geraldine,F,18
1884,Golda,F,18
1884,Inga,F,18
1884,Jeanne,F,18
1884,Liza,F,18
1884,Luna,F,18
1884,Marcella,F,18
1884,Mathilde,F,18
1884,Mona,F,18
1884,Odessa,F,18
1884,Queenie,F,18
1884,Shirley,F,18
1884,Tempie,F,18
1884,Velma,F,18
1884,Alda,F,17
1884,Anastasia,F,17
1884,Angelina,F,17
1884,Bennie,F,17
1884,Cathrine,F,17
1884,Connie,F,17
1884,Delilah,F,17
1884,Elizebeth,F,17
1884,Hortense,F,17
1884,Iona,F,17
1884,Ira,F,17
1884,Jenny,F,17
1884,Lotta,F,17
1884,Loula,F,17
1884,Mame,F,17
1884,Manda,F,17
1884,Onie,F,17
1884,Tilda,F,17
1884,Wilma,F,17
1884,Adella,F,16
1884,Camilla,F,16
1884,Claudie,F,16
1884,Clementine,F,16
1884,Donie,F,16
1884,Easter,F,16
1884,Etha,F,16
1884,Ethyl,F,16
1884,Ettie,F,16
1884,Harriette,F,16
1884,Jettie,F,16
1884,Kitty,F,16
1884,Lutie,F,16
1884,Mallie,F,16
1884,Merle,F,16
1884,Metta,F,16
1884,Minta,F,16
1884,Phyllis,F,16
1884,Samantha,F,16
1884,Theo,F,16
1884,Willa,F,16
1884,Aimee,F,15
1884,Aline,F,15
1884,Almira,F,15
1884,Celeste,F,15
1884,Celestine,F,15
1884,Diana,F,15
1884,Emmer,F,15
1884,Era,F,15
1884,Eulalia,F,15
1884,Harry,F,15
1884,Lea,F,15
1884,Leslie,F,15
1884,Margaretta,F,15
1884,Nita,F,15
1884,Rosina,F,15
1884,Amalia,F,14
1884,Annabelle,F,14
1884,Anner,F,14
1884,Arrie,F,14
1884,Beryl,F,14
1884,Carmen,F,14
1884,Dorcas,F,14
1884,Effa,F,14
1884,Elda,F,14
1884,Eleanora,F,14
1884,Esta,F,14
1884,Hope,F,14
1884,Huldah,F,14
1884,Icy,F,14
1884,Iris,F,14
1884,Jesse,F,14
1884,Jessica,F,14
1884,Lovie,F,14
1884,Madeleine,F,14
1884,Mintie,F,14
1884,Nanie,F,14
1884,Queen,F,14
1884,Salome,F,14
1884,Tennessee,F,14
1884,Verda,F,14
1884,Verdie,F,14
1884,Zola,F,14
1884,Abigail,F,13
1884,Althea,F,13
1884,Ana,F,13
1884,Arminta,F,13
1884,Aura,F,13
1884,Carolina,F,13
1884,Clora,F,13
1884,Corine,F,13
1884,Deborah,F,13
1884,Dolores,F,13
1884,Elinor,F,13
1884,Emilia,F,13
1884,Ena,F,13
1884,Estell,F,13
1884,Ester,F,13
1884,Evaline,F,13
1884,Evalyn,F,13
1884,Guadalupe,F,13
1884,Juliet,F,13
1884,Katheryn,F,13
1884,Lenore,F,13
1884,Lular,F,13
1884,Mahala,F,13
1884,Malissa,F,13
1884,Maye,F,13
1884,Nelia,F,13
1884,Rhea,F,13
1884,Tiny,F,13
1884,Vernie,F,13
1884,Wilhelmine,F,13
1884,Zoa,F,13
1884,America,F,12
1884,Avie,F,12
1884,Carlotta,F,12
1884,Corda,F,12
1884,Dicie,F,12
1884,Emelia,F,12
1884,Erie,F,12
1884,Evangeline,F,12
1884,Felicia,F,12
1884,Frona,F,12
1884,Fronie,F,12
1884,Isa,F,12
1884,Joe,F,12
1884,Lelah,F,12
1884,Leone,F,12
1884,Ludie,F,12
1884,Luvenia,F,12
1884,Magdalen,F,12
1884,Meda,F,12
1884,Norah,F,12
1884,Paula,F,12
1884,Paulina,F,12
1884,Pollie,F,12
1884,Sula,F,12
1884,Therese,F,12
1884,Theresia,F,12
1884,Adela,F,11
1884,Alvena,F,11
1884,Annabel,F,11
1884,Aurora,F,11
1884,Christena,F,11
1884,Crystal,F,11
1884,Dell,F,11
1884,Donnie,F,11
1884,Dorthea,F,11
1884,Doshie,F,11
1884,Edyth,F,11
1884,Eldora,F,11
1884,Elenor,F,11
1884,Ethelyn,F,11
1884,Eve,F,11
1884,Fleta,F,11
1884,Gusta,F,11
1884,Henry,F,11
1884,Hermina,F,11
1884,Icie,F,11
1884,Ivah,F,11
1884,Joan,F,11
1884,Johannah,F,11
1884,Johnie,F,11
1884,Manie,F,11
1884,Margarita,F,11
1884,Margery,F,11
1884,Maybell,F,11
1884,Maymie,F,11
1884,Mettie,F,11
1884,Natalie,F,11
1884,Oda,F,11
1884,Paralee,F,11
1884,Roena,F,11
1884,Rubie,F,11
1884,Selena,F,11
1884,Selina,F,11
1884,Sidney,F,11
1884,Tommie,F,11
1884,Vella,F,11
1884,Vena,F,11
1884,Wanda,F,11
1884,Winnifred,F,11
1884,Zada,F,11
1884,Zena,F,11
1884,Zita,F,11
1884,Aileen,F,10
1884,Albertha,F,10
1884,Aletha,F,10
1884,Bernadine,F,10
1884,Calla,F,10
1884,Capitola,F,10
1884,Clarinda,F,10
1884,Cordia,F,10
1884,Dana,F,10
1884,Delphia,F,10
1884,Elena,F,10
1884,Elisa,F,10
1884,Elmina,F,10
1884,Flavia,F,10
1884,Fred,F,10
1884,Gena,F,10
1884,Hassie,F,10
1884,Hetty,F,10
1884,Jeanie,F,10
1884,Juana,F,10
1884,Juliette,F,10
1884,Kattie,F,10
1884,Lauretta,F,10
1884,Lavada,F,10
1884,Leatha,F,10
1884,Liddie,F,10
1884,Malvina,F,10
1884,Manuela,F,10
1884,Milly,F,10
1884,Mirtie,F,10
1884,Odelia,F,10
1884,Osie,F,10
1884,Ottilie,F,10
1884,Phebe,F,10
1884,Philomena,F,10
1884,Pluma,F,10
1884,Rella,F,10
1884,Ruie,F,10
1884,Thea,F,10
1884,Thomas,F,10
1884,Tressa,F,10
1884,Tressie,F,10
1884,Venie,F,10
1884,Vira,F,10
1884,Zetta,F,10
1884,Adell,F,9
1884,Adline,F,9
1884,Aggie,F,9
1884,Agusta,F,9
1884,Alva,F,9
1884,Alverta,F,9
1884,Annetta,F,9
1884,Arie,F,9
1884,Bama,F,9
1884,Carry,F,9
1884,Cathryn,F,9
1884,Celestia,F,9
1884,Celina,F,9
1884,Claribel,F,9
1884,Cleva,F,9
1884,Coral,F,9
1884,Debbie,F,9
1884,Delphine,F,9
1884,Dinah,F,9
1884,Dosha,F,9
1884,Dottie,F,9
1884,Dove,F,9
1884,Edward,F,9
1884,Edwina,F,9
1884,Eveline,F,9
1884,Florrie,F,9
1884,Gennie,F,9
1884,Glenna,F,9
1884,Glennie,F,9
1884,Helga,F,9
1884,Henriette,F,9
1884,Isadora,F,9
1884,Jemima,F,9
1884,Jodie,F,9
1884,Josefa,F,9
1884,Joseph,F,9
1884,Kathryne,F,9
1884,Kizzie,F,9
1884,Leda,F,9
1884,Leva,F,9
1884,Lorraine,F,9
1884,Magdalene,F,9
1884,Maxie,F,9
1884,Mima,F,9
1884,Missie,F,9
1884,Neta,F,9
1884,Nevada,F,9
1884,Ossie,F,9
1884,Ottilia,F,9
1884,Peggy,F,9
1884,Petra,F,9
1884,Sadye,F,9
1884,Serena,F,9
1884,Tinnie,F,9
1884,Ursula,F,9
1884,Valeria,F,9
1884,Veda,F,9
1884,Vennie,F,9
1884,Veva,F,9
1884,Wilda,F,9
1884,Zadie,F,9
1884,Zettie,F,9
1884,Albertine,F,8
1884,Annis,F,8
1884,Arlie,F,8
1884,Arminda,F,8
1884,Berdie,F,8
1884,Caddie,F,8
1884,Cara,F,8
1884,Carol,F,8
1884,Clevie,F,8
1884,Corrine,F,8
1884,Dee,F,8
1884,Dellar,F,8
1884,Dellie,F,8
1884,Delma,F,8
1884,Delta,F,8
1884,Eleanore,F,8
1884,Elvina,F,8
1884,Emmaline,F,8
1884,Etna,F,8
1884,Eulah,F,8
1884,Euphemia,F,8
1884,Ferne,F,8
1884,Gail,F,8
1884,Golden,F,8
1884,Grayce,F,8
1884,Laurie,F,8
1884,Leanna,F,8
1884,Lelar,F,8
1884,Leonie,F,8
1884,Letta,F,8
1884,Lissie,F,8
1884,Lockie,F,8
1884,Loretto,F,8
1884,Lovina,F,8
1884,Madie,F,8
1884,Maebelle,F,8
1884,Magnolia,F,8
1884,Martina,F,8
1884,Maxine,F,8
1884,Miranda,F,8
1884,Monica,F,8
1884,Nealie,F,8
1884,Nena,F,8
1884,Osa,F,8
1884,Ottie,F,8
1884,Parthenia,F,8
1884,Pearly,F,8
1884,Prudence,F,8
1884,Roma,F,8
1884,Sabina,F,8
1884,Sada,F,8
1884,Savanah,F,8
1884,Savilla,F,8
1884,Susannah,F,8
1884,Valerie,F,8
1884,Verne,F,8
1884,Violetta,F,8
1884,Zona,F,8
1884,Adelina,F,7
1884,Alida,F,7
1884,Alzina,F,7
1884,Amie,F,7
1884,Ammie,F,7
1884,Andrea,F,7
1884,Annice,F,7
1884,Araminta,F,7
1884,Arta,F,7
1884,Arthur,F,7
1884,Arvilla,F,7
1884,Beda,F,7
1884,Birtie,F,7
1884,Byrd,F,7
1884,Camille,F,7
1884,Candace,F,7
1884,Charlie,F,7
1884,Charlotta,F,7
1884,Cherry,F,7
1884,Clarabelle,F,7
1884,Clifford,F,7
1884,Delfina,F,7
1884,Electa,F,7
1884,Emelie,F,7
1884,Eudora,F,7
1884,Fairy,F,7
1884,Fleda,F,7
1884,Flo,F,7
1884,Francisca,F,7
1884,Freddie,F,7
1884,Garnet,F,7
1884,Genie,F,7
1884,Georgeanna,F,7
1884,Georgina,F,7
1884,Goldia,F,7
1884,Grover,F,7
1884,Honora,F,7
1884,Jo,F,7
1884,Jonnie,F,7
1884,Jossie,F,7
1884,Laila,F,7
1884,Leala,F,7
1884,Lella,F,7
1884,Lilah,F,7
1884,Lonie,F,7
1884,Louetta,F,7
1884,Louvenia,F,7
1884,Luetta,F,7
1884,Lyla,F,7
1884,Macie,F,7
1884,Mammie,F,7
1884,Melinda,F,7
1884,Mercedes,F,7
1884,Naoma,F,7
1884,Nealy,F,7
1884,Odie,F,7
1884,Olivine,F,7
1884,Orah,F,7
1884,Patience,F,7
1884,Rachael,F,7
1884,Robert,F,7
1884,Rosemary,F,7
1884,Rosena,F,7
1884,Rosy,F,7
1884,Roxanna,F,7
1884,Rutha,F,7
1884,Sussie,F,7
1884,Sybil,F,7
1884,Texanna,F,7
1884,Thelma,F,7
1884,Theodocia,F,7
1884,Theodosia,F,7
1884,Tracy,F,7
1884,Trinidad,F,7
1884,Vassie,F,7
1884,Vertie,F,7
1884,Walter,F,7
1884,Zelda,F,7
1884,Zina,F,7
1884,Abby,F,6
1884,Amber,F,6
1884,Annabell,F,6
1884,Antonette,F,6
1884,Ardella,F,6
1884,Arley,F,6
1884,Arra,F,6
1884,Aurore,F,6
1884,Becky,F,6
1884,Bernadette,F,6
1884,Beth,F,6
1884,Birtha,F,6
1884,Bobbie,F,6
1884,Bulah,F,6
1884,Byrdie,F,6
1884,Cammie,F,6
1884,Channie,F,6
1884,Cyntha,F,6
1884,Daisey,F,6
1884,Dean,F,6
1884,Dennie,F,6
1884,Dessa,F,6
1884,Dillie,F,6
1884,Drusilla,F,6
1884,Edmonia,F,6
1884,Elenora,F,6
1884,Eleonora,F,6
1884,Ellar,F,6
1884,Elvie,F,6
1884,Ema,F,6
1884,Faith,F,6
1884,Freida,F,6
1884,Fronia,F,6
1884,Georganna,F,6
1884,Glenn,F,6
1884,Gretchen,F,6
1884,Henretta,F,6
1884,Hermine,F,6
1884,Hessie,F,6
1884,Izetta,F,6
1884,Izora,F,6
1884,Janette,F,6
1884,Jewel,F,6
1884,Jewell,F,6
1884,Kathern,F,6
1884,Lady,F,6
1884,Lala,F,6
1884,Laurel,F,6
1884,Leana,F,6
1884,Leland,F,6
1884,Leo,F,6
1884,Lilia,F,6
1884,Loma,F,6
1884,Loraine,F,6
1884,Lorene,F,6
1884,Louis,F,6
1884,Luberta,F,6
1884,Lurana,F,6
1884,Margarett,F,6
1884,Marianna,F,6
1884,Marilla,F,6
1884,Marinda,F,6
1884,Mozelle,F,6
1884,Myrtis,F,6
1884,Nana,F,6
1884,Netta,F,6
1884,Ninnie,F,6
1884,Norine,F,6
1884,Olevia,F,6
1884,Oney,F,6
1884,Ova,F,6
1884,Patricia,F,6
1884,Permelia,F,6
1884,Persis,F,6
1884,Ramona,F,6
1884,Rebekah,F,6
1884,Retha,F,6
1884,Rosalia,F,6
1884,Rosey,F,6
1884,Sammie,F,6
1884,Senora,F,6
1884,Silvia,F,6
1884,Susanne,F,6
1884,Sylvania,F,6
1884,Tacy,F,6
1884,Teckla,F,6
1884,Telitha,F,6
1884,Theodora,F,6
1884,Vicie,F,6
1884,Victorine,F,6
1884,Viney,F,6
1884,Winona,F,6
1884,Zana,F,6
1884,Zilpha,F,6
1884,Adrienne,F,5
1884,Albert,F,5
1884,Albertina,F,5
1884,Alexina,F,5
1884,Allice,F,5
1884,Almeta,F,5
1884,Alverda,F,5
1884,Amalie,F,5
1884,Anabel,F,5
1884,Arabella,F,5
1884,Ardelia,F,5
1884,Arvie,F,5
1884,Attie,F,5
1884,Audie,F,5
1884,Auguste,F,5
1884,Azelie,F,5
1884,Beaulah,F,5
1884,Berenice,F,5
1884,Bert,F,5
1884,Betsey,F,5
1884,Biddie,F,5
1884,Bina,F,5
1884,Bitha,F,5
1884,Bula,F,5
1884,Byrde,F,5
1884,Caldonia,F,5
1884,Camelia,F,5
1884,Carra,F,5
1884,Cathern,F,5
1884,Celie,F,5
1884,Christie,F,5
1884,Clarence,F,5
1884,Cleora,F,5
1884,Daisye,F,5
1884,Damie,F,5
1884,Darcus,F,5
1884,Darthula,F,5
1884,Delpha,F,5
1884,Delsie,F,5
1884,Dicy,F,5
1884,Doshia,F,5
1884,Drucilla,F,5
1884,Eathel,F,5
1884,Ednah,F,5
1884,Elaine,F,5
1884,Elfie,F,5
1884,Elfrieda,F,5
1884,Elia,F,5
1884,Elodie,F,5
1884,Else,F,5
1884,Elzie,F,5
1884,Ermine,F,5
1884,Ethie,F,5
1884,Ethlyn,F,5
1884,Evelina,F,5
1884,Fleeta,F,5
