YearOfBirth,Name,Sex,Number
1883,Euphemia,F,7
1883,Evaline,F,7
1883,Evangeline,F,7
1883,Gertha,F,7
1883,Glennie,F,7
1883,Gretchen,F,7
1883,Icy,F,7
1883,Iris,F,7
1883,Isa,F,7
1883,Jeanie,F,7
1883,Leda,F,7
1883,Leonie,F,7
1883,Leonore,F,7
1883,Leslie,F,7
1883,Lesta,F,7
1883,Levina,F,7
1883,Lillia,F,7
1883,Lollie,F,7
1883,Louetta,F,7
1883,Margarett,F,7
1883,Minna,F,7
1883,Miranda,F,7
1883,Nanie,F,7
1883,Neta,F,7
1883,Ninnie,F,7
1883,Orah,F,7
1883,Orrie,F,7
1883,Osie,F,7
1883,Ossie,F,7
1883,Paulina,F,7
1883,Queenie,F,7
1883,Ramona,F,7
1883,Rebekah,F,7
1883,Rossie,F,7
1883,Sula,F,7
1883,Tempie,F,7
1883,Texie,F,7
1883,Theo,F,7
1883,Ursula,F,7
1883,Vertie,F,7
1883,Zadie,F,7
1883,Aggie,F,6
1883,Aletha,F,6
1883,Allene,F,6
1883,Almina,F,6
1883,Alva,F,6
1883,Amalie,F,6
1883,Amie,F,6
1883,Ammie,F,6
1883,Arlena,F,6
1883,Augustine,F,6
1883,Avie,F,6
1883,Beaulah,F,6
1883,Bee,F,6
1883,Bena,F,6
1883,Bennie,F,6
1883,Bird,F,6
1883,Bula,F,6
1883,Caldonia,F,6
1883,Cara,F,6
1883,Carlie,F,6
1883,Celina,F,6
1883,Cena,F,6
1883,Christie,F,6
1883,Clarinda,F,6
1883,Claude,F,6
1883,Corine,F,6
1883,David,F,6
1883,Dee,F,6
1883,Deliah,F,6
1883,Doshie,F,6
1883,Dot,F,6
1883,Earlie,F,6
1883,Elfie,F,6
1883,Emelie,F,6
1883,Ermine,F,6
1883,Eugene,F,6
1883,Eve,F,6
1883,Evelina,F,6
1883,Francisquita,F,6
1883,Georgeanna,F,6
1883,Glendora,F,6
1883,Harry,F,6
1883,Hennie,F,6
1883,Honora,F,6
1883,Icie,F,6
1883,Jeannie,F,6
1883,Jeffie,F,6
1883,Jemima,F,6
1883,Jesse,F,6
1883,Jessica,F,6
1883,Joan,F,6
1883,Josefa,F,6
1883,Joyce,F,6
1883,Justine,F,6
1883,Katharina,F,6
1883,Leontine,F,6
1883,Leva,F,6
1883,Linna,F,6
1883,Litha,F,6
1883,Luberta,F,6
1883,Mabell,F,6
1883,Macie,F,6
1883,Madeleine,F,6
1883,Mammie,F,6
1883,Mannie,F,6
1883,Margarita,F,6
1883,Marget,F,6
1883,Mariam,F,6
1883,Marianna,F,6
1883,Marry,F,6
1883,Maymie,F,6
1883,Media,F,6
1883,Mercedes,F,6
1883,Minda,F,6
1883,Myrtice,F,6
1883,Nella,F,6
1883,Novella,F,6
1883,Odelia,F,6
1883,Ottilia,F,6
1883,Ova,F,6
1883,Parlee,F,6
1883,Patience,F,6
1883,Patty,F,6
1883,Pearla,F,6
1883,Peggy,F,6
1883,Penelope,F,6
1883,Pennie,F,6
1883,Perry,F,6
1883,Pinkey,F,6
1883,Rella,F,6
1883,Reta,F,6
1883,Rettie,F,6
1883,Rosia,F,6
1883,Ruthie,F,6
1883,Sabina,F,6
1883,Selena,F,6
1883,Sister,F,6
1883,Thea,F,6
1883,Thelma,F,6
1883,Theresia,F,6
1883,Thresa,F,6
1883,Tom,F,6
1883,Valeria,F,6
1883,Aida,F,5
1883,Alene,F,5
1883,Alla,F,5
1883,Alphonsine,F,5
1883,Alverda,F,5
1883,Anner,F,5
1883,Antonette,F,5
1883,Ardelia,F,5
1883,Argie,F,5
1883,Arie,F,5
1883,Arkie,F,5
1883,Arletta,F,5
1883,Arlie,F,5
1883,Arthur,F,5
1883,Ason,F,5
1883,Atha,F,5
1883,Bea,F,5
1883,Belva,F,5
1883,Bert,F,5
1883,Bettye,F,5
1883,Biddie,F,5
1883,Bina,F,5
1883,Bobbie,F,5
1883,Caddie,F,5
1883,Cammie,F,5
1883,Cappie,F,5
1883,Caro,F,5
1883,Cherry,F,5
1883,Claribel,F,5
1883,Classie,F,5
1883,Cloe,F,5
1883,Corene,F,5
1883,Daisey,F,5
1883,Deetta,F,5
1883,Dillie,F,5
1883,Dottie,F,5
1883,Eileen,F,5
1883,Elaine,F,5
1883,Elberta,F,5
1883,Elna,F,5
1883,Elvie,F,5
1883,Elza,F,5
1883,Ether,F,5
1883,Eudora,F,5
1883,Eveline,F,5
1883,Felicie,F,5
1883,Florrie,F,5
1883,Franc,F,5
1883,Frederica,F,5
1883,Gena,F,5
1883,Glenn,F,5
1883,Guadalupe,F,5
1883,Gusta,F,5
1883,Hassie,F,5
1883,Hellen,F,5
1883,Icey,F,5
1883,Ines,F,5
1883,Ivey,F,5
1883,Izora,F,5
1883,Jodie,F,5
1883,Juliette,F,5
1883,Junia,F,5
1883,Laney,F,5
1883,Lanie,F,5
1883,Lassie,F,5
1883,Lavenia,F,5
1883,Leone,F,5
1883,Leonia,F,5
1883,Lockie,F,5
1883,Lorene,F,5
1883,Lossie,F,5
1883,Lota,F,5
1883,Lovey,F,5
1883,Luisa,F,5
1883,Lulie,F,5
1883,Madora,F,5
1883,Malissie,F,5
1883,Manie,F,5
1883,Marianita,F,5
1883,Mattye,F,5
1883,Maybell,F,5
1883,Melina,F,5
1883,Melva,F,5
1883,Mercy,F,5
1883,Merta,F,5
1883,Mida,F,5
1883,Mima,F,5
1883,Minervia,F,5
1883,Monica,F,5
1883,Nana,F,5
1883,Narcissus,F,5
1883,Necie,F,5
1883,Nelia,F,5
1883,Nena,F,5
1883,Nezzie,F,5
1883,Norine,F,5
1883,Octavie,F,5
1883,Odile,F,5
1883,Olena,F,5
1883,Orie,F,5
1883,Orilla,F,5
1883,Otie,F,5
1883,Parilee,F,5
1883,Pernie,F,5
1883,Philomene,F,5
1883,Pinky,F,5
1883,Pricilla,F,5
1883,Refugia,F,5
1883,Rennie,F,5
1883,Ressie,F,5
1883,Reva,F,5
1883,Roma,F,5
1883,Roxanna,F,5
1883,Rozella,F,5
1883,Sarrah,F,5
1883,Sedonia,F,5
1883,Senie,F,5
1883,Spicy,F,5
1883,Sybil,F,5
1883,Tabitha,F,5
1883,Therese,F,5
1883,Tinnie,F,5
1883,Tishie,F,5
1883,Vergie,F,5
1883,Veva,F,5
1883,Victorine,F,5
1883,Vira,F,5
1883,Walter,F,5
1883,Wanda,F,5
1883,Wilhelmine,F,5
1883,Will,F,5
1883,Zelia,F,5
1883,Zenobia,F,5
1883,Zillah,F,5
1883,Zoa,F,5
1883,John,M,8894
1883,William,M,8387
1883,James,M,5223
1883,Charles,M,4826
1883,George,M,4736
1883,Frank,M,2986
1883,Joseph,M,2515
1883,Henry,M,2383
1883,Robert,M,2334
1883,Thomas,M,2316
1883,Edward,M,2250
1883,Harry,M,2110
1883,Walter,M,1705
1883,Arthur,M,1591
1883,Fred,M,1502
1883,Albert,M,1496
1883,Samuel,M,937
1883,Clarence,M,837
1883,Louis,M,796
1883,David,M,734
1883,Richard,M,649
1883,Charlie,M,643
1883,Ernest,M,641
1883,Andrew,M,623
1883,Daniel,M,615
1883,Joe,M,607
1883,Oscar,M,607
1883,Jesse,M,584
1883,Will,M,576
1883,Roy,M,556
1883,Benjamin,M,508
1883,Carl,M,480
1883,Sam,M,476
1883,Willie,M,474
1883,Alfred,M,457
1883,Peter,M,450
1883,Frederick,M,438
1883,Lewis,M,431
1883,Howard,M,429
1883,Elmer,M,423
1883,Herbert,M,422
1883,Earl,M,389
1883,Lee,M,388
1883,Tom,M,386
1883,Ralph,M,385
1883,Martin,M,377
1883,Herman,M,359
1883,Paul,M,358
1883,Jacob,M,356
1883,Clyde,M,336
1883,Eugene,M,325
1883,Jim,M,322
1883,Harvey,M,318
1883,Claude,M,315
1883,Michael,M,307
1883,Ben,M,306
1883,Edwin,M,299
1883,Edgar,M,292
1883,Chester,M,290
1883,Francis,M,285
1883,Lawrence,M,282
1883,Bert,M,273
1883,Charley,M,254
1883,Ed,M,247
1883,Jack,M,242
1883,Otto,M,240
1883,Ira,M,239
1883,Raymond,M,233
1883,Luther,M,229
1883,Isaac,M,227
1883,Guy,M,224
1883,Oliver,M,219
1883,Floyd,M,217
1883,Hugh,M,215
1883,Patrick,M,213
1883,Homer,M,210
1883,August,M,209
1883,Ray,M,202
1883,Leonard,M,200
1883,Alexander,M,187
1883,Theodore,M,185
1883,Allen,M,175
1883,Horace,M,167
1883,Archie,M,166
1883,Philip,M,166
1883,Sidney,M,165
1883,Marion,M,163
1883,Julius,M,160
1883,Jessie,M,151
1883,Milton,M,149
1883,Warren,M,146
1883,Anthony,M,143
1883,Everett,M,143
1883,Leroy,M,143
1883,Leo,M,142
1883,Bernard,M,141
1883,Leon,M,140
1883,Stephen,M,140
1883,Emil,M,139
1883,Clifford,M,138
1883,Dave,M,135
1883,Perry,M,133
1883,Willis,M,131
1883,Grover,M,127
1883,Eddie,M,125
1883,Rufus,M,125
1883,Calvin,M,122
1883,Alex,M,120
1883,Dan,M,120
1883,Leslie,M,120
1883,Lester,M,116
1883,Adolph,M,115
1883,Alvin,M,113
1883,Amos,M,113
1883,Dennis,M,112
1883,Jess,M,112
1883,Harold,M,108
1883,Adam,M,107
1883,Jerry,M,107
1883,Norman,M,106
1883,Aaron,M,105
1883,Wesley,M,104
1883,Alonzo,M,100
1883,Wallace,M,100
1883,Victor,M,99
1883,Lloyd,M,98
1883,Mack,M,98
1883,Jay,M,97
1883,Jake,M,96
1883,Melvin,M,96
1883,Franklin,M,94
1883,Nathan,M,93
1883,Cornelius,M,92
1883,Elbert,M,92
1883,Elijah,M,92
1883,Gilbert,M,92
1883,Phillip,M,92
1883,Roscoe,M,92
1883,Willard,M,92
1883,Claud,M,91
1883,Lonnie,M,91
1883,Mark,M,91
1883,Simon,M,90
1883,Christopher,M,89
1883,Maurice,M,89
1883,Otis,M,89
1883,Ross,M,88
1883,Clinton,M,87
1883,Earnest,M,87
1883,Emmett,M,87
1883,Percy,M,87
1883,Matthew,M,86
1883,Hiram,M,85
1883,Levi,M,85
1883,Fredrick,M,84
1883,Eli,M,82
1883,Moses,M,82
1883,Gus,M,81
1883,Noah,M,81
1883,Marshall,M,79
1883,Nelson,M,79
1883,Silas,M,77
1883,Max,M,75
1883,Morris,M,75
1883,Jasper,M,74
1883,Jose,M,74
1883,Manuel,M,74
1883,Ellis,M,73
1883,Irvin,M,73
1883,Mike,M,73
1883,Wilbur,M,73
1883,Alva,M,72
1883,Wiley,M,72
1883,Marvin,M,71
1883,Nicholas,M,71
1883,Virgil,M,70
1883,Sylvester,M,69
1883,Felix,M,68
1883,Stanley,M,68
1883,Russell,M,67
1883,Wilson,M,67
1883,Glenn,M,65
1883,Mose,M,65
1883,Ora,M,65
1883,Anton,M,63
1883,Dock,M,63
1883,Edmund,M,63
1883,Harley,M,63
1883,Owen,M,63
1883,Bob,M,62
1883,Steve,M,62
1883,Timothy,M,62
1883,Asa,M,61
1883,Harrison,M,61
1883,Ollie,M,61
1883,Rudolph,M,61
1883,Newton,M,59
1883,Orville,M,59
1883,Clayton,M,58
1883,Pearl,M,57
1883,Reuben,M,57
1883,Joshua,M,55
1883,Don,M,54
1883,Wade,M,54
1883,Augustus,M,53
1883,Curtis,M,53
1883,Hubert,M,53
1883,Abraham,M,52
1883,Donald,M,52
1883,Edmond,M,52
1883,Preston,M,52
1883,Cecil,M,51
1883,Joel,M,51
1883,Lon,M,51
1883,Bill,M,50
1883,Bruce,M,50
1883,Byron,M,50
1883,Christian,M,50
1883,Ike,M,50
1883,Juan,M,50
1883,Columbus,M,49
1883,Garfield,M,49
1883,Gustave,M,49
1883,Nathaniel,M,49
1883,Barney,M,48
1883,Johnnie,M,48
1883,Julian,M,48
1883,Sherman,M,48
1883,Chris,M,47
1883,Cyrus,M,47
1883,Scott,M,47
1883,Ervin,M,46
1883,Irving,M,46
1883,Monroe,M,46
1883,Vernon,M,46
1883,Winfield,M,46
1883,Clark,M,45
1883,Riley,M,45
1883,Solomon,M,45
1883,Elias,M,44
1883,Enoch,M,44
1883,Gustav,M,44
1883,Jeff,M,44
1883,Millard,M,44
1883,Abe,M,43
1883,Andy,M,43
1883,Austin,M,43
1883,Delbert,M,43
1883,Edd,M,43
1883,Emery,M,43
1883,Pete,M,43
1883,Vincent,M,43
1883,Arnold,M,42
1883,Bud,M,42
1883,Elisha,M,42
1883,Louie,M,42
1883,Miles,M,42
1883,Wilfred,M,42
1883,Lemuel,M,41
1883,Major,M,41
1883,Burton,M,40
1883,Matt,M,39
1883,Anderson,M,38
1883,Arch,M,38
1883,Chas,M,38
1883,Conrad,M,38
1883,Emory,M,38
1883,Gordon,M,38
1883,Hugo,M,38
1883,Luke,M,38
1883,Marcus,M,38
1883,Wilbert,M,38
1883,Jeremiah,M,37
1883,Mathew,M,37
1883,Ambrose,M,36
1883,Jerome,M,36
1883,Nick,M,36
1883,Roland,M,36
1883,Burt,M,35
1883,Cleveland,M,35
1883,Ole,M,35
1883,Emanuel,M,34
1883,Jackson,M,34
1883,Douglas,M,33
1883,Earle,M,33
1883,Green,M,33
1883,Karl,M,33
1883,Lynn,M,33
1883,Foster,M,32
1883,Grant,M,32
1883,Jefferson,M,32
1883,Mary,M,32
1883,Tony,M,32
1883,Carroll,M,31
1883,Clem,M,31
1883,Clement,M,31
1883,Van,M,31
1883,Antonio,M,30
1883,Chauncey,M,30
1883,Ellsworth,M,30
1883,Ferdinand,M,30
1883,Isaiah,M,30
1883,Mitchell,M,30
1883,Ned,M,30
1883,Ruben,M,30
1883,Benjiman,M,29
1883,Ivan,M,29
1883,Neal,M,29
1883,Alton,M,28
1883,Archibald,M,28
1883,Ezra,M,28
1883,Forest,M,28
1883,Hans,M,28
1883,Irwin,M,28
1883,Laurence,M,28
1883,Spencer,M,28
1883,Zack,M,28
1883,Abner,M,27
1883,Fletcher,M,27
1883,Glen,M,27
1883,Josh,M,27
1883,Taylor,M,27
1883,Ward,M,27
1883,Clifton,M,26
1883,Elliott,M,26
1883,Erwin,M,26
1883,Jimmie,M,26
1883,Kenneth,M,26
1883,Lyman,M,26
1883,Seth,M,26
1883,Clay,M,25
1883,Emmet,M,25
1883,Forrest,M,25
1883,General,M,25
1883,Lucius,M,25
1883,Wayne,M,25
1883,Allie,M,24
1883,Berry,M,24
1883,Dick,M,24
1883,Dudley,M,24
1883,Elwood,M,24
1883,Francisco,M,24
1883,Isiah,M,24
1883,Judge,M,24
1883,Lem,M,24
1883,Roger,M,24
1883,Emile,M,23
1883,Hamilton,M,23
1883,Malcolm,M,23
1883,Merle,M,23
1883,Merton,M,23
1883,Neil,M,23
1883,Omer,M,23
1883,Phil,M,23
1883,Porter,M,23
1883,Sandy,M,23
1883,Sim,M,23
1883,Vern,M,23
1883,Carlos,M,22
1883,Dee,M,22
1883,Guss,M,22
1883,Jonas,M,22
1883,Judson,M,22
1883,King,M,22
1883,Loren,M,22
1883,Madison,M,22
1883,Myron,M,22
1883,Napoleon,M,22
1883,Otho,M,22
1883,Sanford,M,22
1883,Al,M,21
1883,Bennie,M,21
1883,Boyd,M,21
1883,Dewitt,M,21
1883,Harve,M,21
1883,Leland,M,21
1883,Lige,M,21
1883,Lucian,M,21
1883,Royal,M,21
1883,Truman,M,21
1883,Abram,M,20
1883,Addison,M,20
1883,Aubrey,M,20
1883,Emerson,M,20
1883,Frederic,M,20
1883,Freeman,M,20
1883,Hal,M,20
1883,Junius,M,20
1883,Logan,M,20
1883,Lorenzo,M,20
1883,Merrill,M,20
1883,Milo,M,20
1883,Murray,M,20
1883,Pat,M,20
1883,Ramon,M,20
1883,Sterling,M,20
1883,Walker,M,20
1883,Wash,M,20
1883,Washington,M,20
1883,Webster,M,20
1883,Wilford,M,20
1883,Adolphus,M,19
1883,Allan,M,19
1883,Carey,M,19
1883,Carlton,M,19
1883,Dallas,M,19
1883,Enos,M,19
1883,Jean,M,19
1883,Morgan,M,19
1883,Nels,M,19
1883,Rolla,M,19
1883,Alvah,M,18
1883,Benton,M,18
1883,Bertram,M,18
1883,Doc,M,18
1883,Duncan,M,18
1883,Elza,M,18
1883,Evan,M,18
1883,Evert,M,18
1883,Haywood,M,18
1883,Isom,M,18
1883,Israel,M,18
1883,Jules,M,18
1883,Lawson,M,18
1883,Leander,M,18
1883,Mathias,M,18
1883,Olin,M,18
1883,Orin,M,18
1883,Pedro,M,18
1883,Prince,M,18
1883,Stewart,M,18
1883,Warner,M,18
1883,Angus,M,17
1883,Arther,M,17
1883,Christ,M,17
1883,Clint,M,17
1883,Frances,M,17
1883,Giles,M,17
1883,Harmon,M,17
1883,Henery,M,17
1883,Jonathan,M,17
1883,Jordan,M,17
1883,Olaf,M,17
1883,Pink,M,17
1883,Raleigh,M,17
1883,Rolland,M,17
1883,Wilber,M,17
1883,Anna,M,16
1883,Caleb,M,16
1883,Casper,M,16
1883,Clarance,M,16
1883,Elmo,M,16
1883,Ernst,M,16
1883,Houston,M,16
1883,Randolph,M,16
1883,Sol,M,16
1883,Tim,M,16
1883,Valentine,M,16
1883,Wm,M,16
1883,Alf,M,15
1883,Benjamine,M,15
1883,Clair,M,15
1883,Dorsey,M,15
1883,Early,M,15
1883,Elvin,M,15
1883,Fay,M,15
1883,Granville,M,15
1883,Harris,M,15
1883,Henderson,M,15
1883,Hezekiah,M,15
1883,Johnie,M,15
1883,Lonzo,M,15
1883,Mont,M,15
1883,Newt,M,15
1883,Noble,M,15
1883,Rex,M,15
1883,Rollin,M,15
1883,Wilmer,M,15
1883,Adelbert,M,14
1883,Adrian,M,14
1883,Alphonse,M,14
1883,Arlie,M,14
1883,Avery,M,14
1883,Cal,M,14
1883,Ephraim,M,14
1883,Everette,M,14
1883,Ezekiel,M,14
1883,Hardy,M,14
1883,Johnny,M,14
1883,Josiah,M,14
1883,Lum,M,14
1883,Minnie,M,14
1883,Theo,M,14
1883,Ulysses,M,14
1883,Walton,M,14
1883,Watson,M,14
1883,Alford,M,13
1883,Aloysius,M,13
1883,Blaine,M,13
1883,Elie,M,13
1883,Elizabeth,M,13
1883,Garrett,M,13
1883,Gerald,M,13
1883,Issac,M,13
1883,Jarvis,M,13
1883,Jason,M,13
1883,Loyd,M,13
1883,Mahlon,M,13
1883,Margaret,M,13
1883,Micheal,M,13
1883,Nat,M,13
1883,Omar,M,13
1883,Otha,M,13
1883,Pierre,M,13
1883,Richmond,M,13
1883,Rollie,M,13
1883,Shirley,M,13
1883,Simeon,M,13
1883,Smith,M,13
1883,Steven,M,13
1883,Ted,M,13
1883,Thornton,M,13
1883,Tomas,M,13
1883,Troy,M,13
1883,Williams,M,13
1883,Zeb,M,13
1883,Abel,M,12
1883,Alden,M,12
1883,Allison,M,12
1883,Axel,M,12
1883,Brown,M,12
1883,Clare,M,12
1883,Cleve,M,12
1883,Coleman,M,12
1883,Dean,M,12
1883,Elzie,M,12
1883,Ernie,M,12
1883,Fritz,M,12
1883,Gust,M,12
1883,Hollis,M,12
1883,Jesus,M,12
1883,Johnson,M,12
1883,Kelly,M,12
1883,Larry,M,12
1883,Lincoln,M,12
1883,Lindsey,M,12
1883,Mason,M,12
1883,Miguel,M,12
1883,Orson,M,12
1883,Randall,M,12
1883,Reginald,M,12
1883,Rush,M,12
1883,Squire,M,12
1883,Sumner,M,12
1883,Wheeler,M,12
1883,Young,M,12
1883,Alpha,M,11
1883,Author,M,11
1883,Bart,M,11
1883,Benjaman,M,11
1883,Burl,M,11
1883,Carter,M,11
1883,Chin,M,11
1883,Cicero,M,11
1883,Dale,M,11
1883,Davis,M,11
1883,Dell,M,11
1883,Drew,M,11
1883,Dwight,M,11
1883,Eric,M,11
1883,Florence,M,11
1883,Garland,M,11
1883,Hayes,M,11
1883,Hilliard,M,11
1883,Hosea,M,11
1883,Lafayette,M,11
1883,Lew,M,11
1883,Lou,M,11
1883,Lucien,M,11
1883,Melville,M,11
1883,Milford,M,11
1883,Norris,M,11
1883,Oran,M,11
1883,Orange,M,11
1883,Orlando,M,11
1883,Orrin,M,11
1883,Rodney,M,11
1883,Stuart,M,11
1883,Sydney,M,11
1883,Thaddeus,M,11
1883,Theron,M,11
1883,Tommy,M,11
1883,Turner,M,11
1883,West,M,11
1883,Wilburn,M,11
1883,Winfred,M,11
1883,Alma,M,10
1883,Almon,M,10
1883,Bertie,M,10
1883,Berton,M,10
1883,Beverly,M,10
1883,Bishop,M,10
1883,Buford,M,10
1883,Cary,M,10
1883,Cassius,M,10
1883,Cliff,M,10
1883,Colonel,M,10
1883,Crawford,M,10
1883,Dillard,M,10
1883,Elmore,M,10
1883,Gabriel,M,10
1883,Gene,M,10
1883,Godfrey,M,10
1883,Harper,M,10
1883,Hector,M,10
1883,Hollie,M,10
1883,Howell,M,10
1883,Jonah,M,10
1883,Len,M,10
1883,Linwood,M,10
1883,Lucious,M,10
1883,Maxwell,M,10
1883,Maynard,M,10
1883,Minor,M,10
1883,Mortimer,M,10
1883,Newell,M,10
1883,Ocie,M,10
1883,Olen,M,10
1883,Oren,M,10
1883,Oswald,M,10
1883,Pablo,M,10
1883,Price,M,10
1883,Reece,M,10
1883,Roman,M,10
1883,Rube,M,10
1883,Seymour,M,10
1883,Sid,M,10
1883,Soloman,M,10
1883,Terry,M,10
1883,Tobe,M,10
1883,Tommie,M,10
1883,Wright,M,10
1883,Wylie,M,10
1883,Alfonso,M,9
1883,Alonza,M,9
1883,Andres,M,9
1883,Anson,M,9
1883,Antone,M,9
1883,Ashley,M,9
1883,Augustine,M,9
1883,Bennett,M,9
1883,Birt,M,9
1883,Clara,M,9
1883,Cloyd,M,9
1883,Collins,M,9
1883,Dempsey,M,9
1883,Dolphus,M,9
1883,Dora,M,9
1883,Ephriam,M,9
1883,Fate,M,9
1883,Fleming,M,9
1883,Hampton,M,9
1883,Herschel,M,9
1883,Hyrum,M,9
1883,Isadore,M,9
1883,Isham,M,9
1883,Marshal,M,9
1883,Martha,M,9
1883,Merritt,M,9
1883,Pinkney,M,9
1883,Ransom,M,9
1883,Rupert,M,9
1883,Travis,M,9
1883,Vance,M,9
1883,Willam,M,9
1883,Wong,M,9
1883,Alois,M,8
1883,Alvie,M,8
1883,Annie,M,8
1883,Antoine,M,8
1883,Armand,M,8
1883,Aron,M,8
1883,Auther,M,8
1883,Bailey,M,8
1883,Barton,M,8
1883,Basil,M,8
1883,Bradley,M,8
1883,Brady,M,8
1883,Burley,M,8
1883,Cornelious,M,8
1883,Dow,M,8
1883,Edson,M,8
1883,Egbert,M,8
1883,Ferd,M,8
1883,Festus,M,8
1883,Ford,M,8
1883,Gustaf,M,8
1883,Hamp,M,8
1883,Hosteen,M,8
1883,Jewell,M,8
1883,Kirby,M,8
1883,Llewellyn,M,8
1883,Lowell,M,8
1883,Luis,M,8
1883,Melton,M,8
1883,Odell,M,8
1883,Orley,M,8
1883,Orval,M,8
1883,Parker,M,8
1883,Perley,M,8
1883,Reese,M,8
1883,Reinhold,M,8
1883,Rene,M,8
1883,Rosco,M,8
1883,Sanders,M,8
1883,Shelby,M,8
1883,Shelton,M,8
1883,Willian,M,8
1883,Wilton,M,8
1883,Addie,M,7
1883,Albin,M,7
1883,Alpheus,M,7
1883,Art,M,7
1883,Artie,M,7
1883,Ballard,M,7
1883,Bartholomew,M,7
1883,Bascom,M,7
1883,Bee,M,7
1883,Bernice,M,7
1883,Bernie,M,7
1883,Boss,M,7
1883,Burr,M,7
1883,Buster,M,7
1883,Butler,M,7
1883,Byrd,M,7
1883,Chauncy,M,7
1883,Connie,M,7
1883,Creed,M,7
1883,Cyril,M,7
1883,Delmer,M,7
1883,Denis,M,7
1883,Doctor,M,7
1883,Dominick,M,7
1883,Eben,M,7
1883,Effie,M,7
1883,Eldred,M,7
1883,Ellie,M,7
1883,Ellison,M,7
1883,Elton,M,7
1883,Emma,M,7
1883,Emmitt,M,7
1883,Ewell,M,7
1883,Finley,M,7
1883,French,M,7
1883,Furman,M,7
1883,Gaston,M,7
1883,Geo,M,7
1883,Gerhard,M,7
1883,Graham,M,7
1883,Hallie,M,7
1883,Harman,M,7
1883,Hershel,M,7
1883,Ivory,M,7
1883,Ivy,M,7
1883,Jimmy,M,7
1883,Lacy,M,7
1883,Lars,M,7
1883,Lenard,M,7
1883,Levy,M,7
1883,Lionel,M,7
1883,Louise,M,7
1883,Lyle,M,7
1883,Mat,M,7
1883,Mervin,M,7
1883,Milas,M,7
1883,Miller,M,7
1883,Miner,M,7
1883,Montgomery,M,7
1883,Murphy,M,7
1883,Odie,M,7
1883,Orrie,M,7
1883,Ottis,M,7
1883,Paris,M,7
1883,Pleas,M,7
1883,Pleasant,M,7
1883,Rafael,M,7
1883,Reed,M,7
1883,Rogers,M,7
1883,Santiago,M,7
1883,Sarah,M,7
1883,Thad,M,7
1883,Theadore,M,7
1883,Unknown,M,7
1883,Urban,M,7
1883,Vivian,M,7
1883,Wendell,M,7
1883,Wess,M,7
1883,Woody,M,7
1883,Ace,M,6
1883,Adolf,M,6
1883,Algie,M,6
1883,Alice,M,6
1883,Alphonso,M,6
1883,Alvis,M,6
1883,Ammon,M,6
1883,Arlington,M,6
1883,Asbury,M,6
1883,Ashton,M,6
1883,Authur,M,6
1883,Baxter,M,6
1883,Bertha,M,6
1883,Bryan,M,6
1883,Budd,M,6
1883,Cameron,M,6
1883,Coley,M,6
1883,Cullen,M,6
1883,Curt,M,6
1883,Dana,M,6
1883,Delos,M,6
1883,Dennie,M,6
1883,Dexter,M,6
1883,Douglass,M,6
1883,Edna,M,6
1883,Elam,M,6
1883,Eldridge,M,6
1883,Elsworth,M,6
1883,Ennis,M,6
1883,Enrique,M,6
1883,Felipe,M,6
1883,Fernando,M,6
1883,Finis,M,6
1883,Freddie,M,6
1883,Gabe,M,6
1883,Harland,M,6
1883,Hartwell,M,6
1883,Heber,M,6
1883,Hilary,M,6
1883,Hilton,M,6
1883,Hoyt,M,6
1883,Humphrey,M,6
1883,Hunter,M,6
1883,Irvine,M,6
1883,Isidor,M,6
1883,Isreal,M,6
1883,Jeptha,M,6
1883,June,M,6
1883,Landon,M,6
1883,Larkin,M,6
1883,Lennie,M,6
1883,Lillian,M,6
1883,Ludwig,M,6
1883,Mabel,M,6
1883,Malcom,M,6
1883,Manning,M,6
1883,Maude,M,6
1883,May,M,6
1883,Mell,M,6
1883,Meyer,M,6
1883,Morton,M,6
1883,Obie,M,6
1883,Olie,M,6
1883,Olof,M,6
1883,Orie,M,6
1883,Orlo,M,6
1883,Quincy,M,6
1883,Rice,M,6
1883,Robt,M,6
1883,Ronald,M,6
1883,Sampson,M,6
1883,Samual,M,6
1883,Simpson,M,6
1883,Spurgeon,M,6
1883,Sylvanus,M,6
1883,Tandy,M,6
1883,Thos,M,6
1883,Thurlow,M,6
1883,Thurman,M,6
1883,Tobias,M,6
1883,Toy,M,6
1883,Tracy,M,6
1883,Verne,M,6
1883,Vicente,M,6
1883,Waldo,M,6
1883,Weldon,M,6
1883,Whit,M,6
1883,Wilhelm,M,6
1883,Winston,M,6
1883,Woodie,M,6
1883,Wyatt,M,6
1883,Zeke,M,6
1883,Zeno,M,6
1883,Albertus,M,5
1883,Alcide,M,5
1883,Alec,M,5
1883,Alphonsus,M,5
1883,Alvan,M,5
1883,Amado,M,5
1883,Ananias,M,5
1883,Ancel,M,5
1883,Arvid,M,5
1883,Atlas,M,5
1883,Banks,M,5
1883,Barry,M,5
1883,Belton,M,5
1883,Benedict,M,5
1883,Bernhard,M,5
1883,Bertrand,M,5
1883,Blair,M,5
1883,Blake,M,5
1883,Blanchard,M,5
1883,Bluford,M,5
1883,Bose,M,5
1883,Bryant,M,5
1883,Buck,M,5
1883,Captain,M,5
1883,Carleton,M,5
1883,Ceasar,M,5
1883,Chalmers,M,5
1883,Chance,M,5
1883,Chancey,M,5
